,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
1116,Plate12,F01,DMSO,,,,,
1117,Plate12,F02,Propofol,Prestw-931,2078-54-8,C12H18O,['Central Nervous System'],"['Anesthetic', 'Sedative']"
1118,Plate12,F03,S(-)Eticlopride hydrochloride,Prestw-932,97612-24-3,C17H26Cl2N2O3,['Central Nervous System'],[nan]
1119,Plate12,F04,Primidone,Prestw-933,125-33-7,C12H14N2O2,['Central Nervous System'],['Anticonvulsant']
1120,Plate12,F05,Flucytosine,Prestw-934,2022-85-7,C4H4FN3O,['Metabolism'],['Antifungal']
1121,Plate12,F06,(-)-MK 801 hydrogen maleate,Prestw-935,77086-19-2,C20H19NO4,['Central Nervous System'],['Anticonvulsant']
1122,Plate12,F07,Bephenium hydroxynaphthoate,Prestw-936,3818-50-6,C28H29NO4,['Metabolism'],[nan]
1123,Plate12,F08,Dehydroisoandosterone 3-acetate,Prestw-937,853-23-6,C21H30O3,['Endocrinology'],[nan]
1124,Plate12,F09,Benserazide hydrochloride,Prestw-938,14919-77-8,C10H16ClN3O5,['Central Nervous System'],['Antiparkinsonian']
1125,Plate12,F10,Iodipamide,Prestw-939,606-17-7,C20H14I6N2O6,['Diagnostic'],['Contrastant']
1126,Plate12,F11,Allopurinol,Prestw-1213,315-30-0,C5H4N4O,['Metabolism'],[nan]
1127,Plate12,F12,DMSO,,,,,
1128,Plate12,G01,DMSO,,,,,
1129,Plate12,G02,Pentetic acid,Prestw-941,67-43-6,C14H23N3O10,['Oncology'],"['Chelating', 'Radioprotectant']"
1130,Plate12,G03,Bretylium tosylate,Prestw-942,61-75-6,C18H24BrNO3S,"['Cardiovascular', 'Central Nervous System']","['Anesthetic', 'Antiarrhythmic', 'Antihypertensive']"
1131,Plate12,G04,Pralidoxime chloride,Prestw-943,51-15-0,C7H9ClN2O,['Neuromuscular'],[nan]
1132,Plate12,G05,Phenoxybenzamine hydrochloride,Prestw-944,63-92-3,C18H23Cl2NO,['Cardiovascular'],['Antihypertensive']
1133,Plate12,G06,Salmeterol,Prestw-945,89365-50-4,C25H37NO4,['Respiratory'],['Bronchodilator']
1134,Plate12,G07,Altretamine,Prestw-946,645-05-6,C9H18N6,['Oncology'],['Antineoplastic']
1135,Plate12,G08,Prazosin hydrochloride,Prestw-947,19237-84-4,C19H22ClN5O4,['Cardiovascular'],['Antihypertensive']
1136,Plate12,G09,Timolol maleate salt,Prestw-948,26921-17-5,C17H28N4O7S,"['Cardiovascular', 'Ophthalmology']","['Antianginal', 'Antiarrhythmic', 'Antiglaucoma', 'Antihypertensive']"
1137,Plate12,G10,"(+,-)-Octopamine hydrochloride",Prestw-949,770-05-8,C8H12ClNO2,['Cardiovascular'],[nan]
1138,Plate12,G11,Stavudine,Prestw-1279,3056-17-5,C10H12N2O4,"['Infectiology', 'Metabolism']",['Antiviral']
1139,Plate12,G12,DMSO,,,,,
1140,Plate12,H01,DMSO,,,,,
1141,Plate12,H02,Crotamiton,Prestw-951,483-63-6,C13H17NO,"['Dermatology', 'Metabolism']",['Antipruritic']
1142,Plate12,H03,Toremifene,Prestw-1197,89778-26-7,C26H28ClNO,"['Endocrinology', 'Oncology']",['Antineoplastic']
1143,Plate12,H04,(R)-(+)-Atenolol,Prestw-536,56715-13-0,C14H22N2O3,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive', 'Antimigraine']"
1144,Plate12,H05,Tyloxapol,Prestw-954,25301-02-4,C59H96O12,['Respiratory'],['Mucolytic']
1145,Plate12,H06,Florfenicol,Prestw-955,73231-34-2,C12H14Cl2FNO4S,"['Metabolism', 'Infectiology']",['Antibacterial']
1146,Plate12,H07,Megestrol acetate,Prestw-956,595-33-5,C24H32O4,"['Endocrinology', 'Oncology']","['Antineoplastic', 'Contraceptive']"
1147,Plate12,H08,Deoxycorticosterone,Prestw-957,64-85-7,C21H30O3,"['Endocrinology', 'Metabolism']",['Anti-inflammatory']
1148,Plate12,H09,Urosiol,Prestw-958,128-13-2,C24H40O4,['Metabolism'],[nan]
1149,Plate12,H10,Proparacaine hydrochloride,Prestw-959,5875-06-9,C16H27ClN2O3,['Central Nervous System'],['Anesthetic']
1150,Plate12,H11,Aminocaproic acid,Prestw-960,60-32-2,C6H13NO2,"['Allergology', 'Hematology']","['Antifibrinolytic', 'Hemostatic']"
1151,Plate12,H12,DMSO,,,,,
1152,Plate13,A01,DMSO,,,,,
1153,Plate13,A02,Denatonium benzoate,Prestw-961,3734-33-6,C28H34N2O3,['Neuromuscular'],[nan]
1154,Plate13,A03,Canrenone,Prestw-1259,976-71-6,C22H28O3,['Endocrinology'],['Diuretic']
1155,Plate13,A04,Enilconazole,Prestw-963,35554-44-0,C14H14Cl2N2O,['Metabolism'],['Antifungal']
1156,Plate13,A05,Methacycline hydrochloride,Prestw-964,3963-95-9,C22H23ClN2O8,"['Metabolism', 'Infectiology']",['Antibacterial']
1157,Plate13,A06,Floxuridine,Prestw-1415,50-91-9,C9H11FN2O5,['Oncology'],"['Antineoplastic', 'Antiviral']"
1158,Plate13,A07,Sotalol hydrochloride,Prestw-966,959-24-0,C12H21ClN2O3S,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1159,Plate13,A08,Gestrinone,Prestw-1267,16320-04-0,C21H24O2,['Endocrinology'],['Contraceptive']
1160,Plate13,A09,Decamethonium bromide,Prestw-968,541-22-0,C16H38Br2N2,['Neuromuscular'],['Muscle relaxant']
1161,Plate13,A10,Darifenacin hydrobromide,Prestw-1514,133099-07-7,C28H31BrN2O2,['Neuromuscular'],[nan]
1162,Plate13,A11,Indatraline hydrochloride,Prestw-1602,86939-10-8,C16H16Cl3N,['Central Nervous System'],['Antidepressant']
1163,Plate13,A12,DMSO,,,,,
1164,Plate13,B01,DMSO,,,,,
1165,Plate13,B02,Remoxipride Hydrochloride,Prestw-971,73220-03-8,C16H24BrClN2O3,['Central Nervous System'],['Antipsychotic']
1166,Plate13,B03,THIP Hydrochloride,Prestw-972,85118-33-8,C6H9ClN2O2,['Central Nervous System'],['Sedative']
1167,Plate13,B04,Pirlindole mesylate,Prestw-973,60762-57-4,C16H22N2O3S,['Central Nervous System'],['Antidepressant']
1168,Plate13,B05,Pronethalol hydrochloride,Prestw-974,51-02-5,C15H20ClNO,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1169,Plate13,B06,Naftopidil dihydrochloride,Prestw-975,57149-08-3,C24H30Cl2N2O3,['Cardiovascular'],['Antihypertensive']
1170,Plate13,B07,Tracazolate hydrochloride,Prestw-976,41094-88-6,C16H25ClN4O2,['Central Nervous System'],"['Anticonvulsant', 'Sedative']"
1171,Plate13,B08,Zardaverine,Prestw-977,101975-10-4,C12H10F2N2O3,['Respiratory'],['Bronchodilator']
1172,Plate13,B09,Memantine Hydrochloride,Prestw-978,41100-52-1,C12H22ClN,"['Central Nervous System', 'Metabolism']","['Anti-Alzheimer', 'Antiparkinsonian', 'Antispastic']"
1173,Plate13,B10,Ozagrel hydrochloride,Prestw-979,78712-43-3,C13H13ClN2O2,"['Cardiovascular', 'Hematology']",['Antianginal']
1174,Plate13,B11,Piribedil hydrochloride,Prestw-980,78213-63-5,C16H19ClN4O2,"['Cardiovascular', 'Central Nervous System']","['Antiparkinsonian', 'Vasodilator']"
1175,Plate13,B12,DMSO,,,,,
1176,Plate13,C01,DMSO,,,,,
1177,Plate13,C02,Nitrocaramiphen hydrochloride,Prestw-981,98636-73-8 ,C18H27ClN2O4,['Central Nervous System'],[nan]
1178,Plate13,C03,Nandrolone,Prestw-982,434-22-0,C18H26O2,"['Endocrinology', 'Hematology']",['Antianemic']
1179,Plate13,C04,Dimaprit dihydrochloride,Prestw-983,23256-33-9,C6H17Cl2N3S,['Metabolism'],[nan]
1180,Plate13,C05,Oxfendazol,Prestw-1459,53716-50-0,C15H13N3O3S,['Metabolism'],[nan]
1181,Plate13,C06,Guaiacol,Prestw-1268,90-05-1,C7H8O2,['Respiratory'],['Expectorant']
1182,Plate13,C07,Proscillaridin A,Prestw-986,466-06-8,C30H42O8,['Cardiovascular'],[nan]
1183,Plate13,C08,Pramipexole dihydrochloride,Prestw-1316,104632-25-9,C10H19Cl2N3S,['Central Nervous System'],['Antiparkinsonian']
1184,Plate13,C09,Norgestimate,Prestw-1452,35189-28-7,C23H31NO3,['Endocrinology'],[nan]
1185,Plate13,C10,Chlormadinone acetate,Prestw-1374,302-22-7,C23H29ClO4,"['Endocrinology', 'Oncology']",['Antineoplastic']
1186,Plate13,C11,Phenylbutazone,Prestw-1310,50-33-9,C19H20N2O2,['Metabolism'],['Anti-inflammatory']
1187,Plate13,C12,DMSO,,,,,
1188,Plate13,D01,DMSO,,,,,
1189,Plate13,D02,Gliquidone,Prestw-991,33342-05-1,C27H33N3O6S,['Endocrinology'],['Antidiabetic']
1190,Plate13,D03,Pizotifen malate,Prestw-992,5189-11-7,C23H27NO5S,"['Allergology', 'Cardiovascular', 'Central Nervous System']","['Antihistaminic', 'Antimigraine', 'Sedative']"
1191,Plate13,D04,Ribavirin,Prestw-993,36791-04-5,C8H12N4O5,['Metabolism'],['Antiviral']
1192,Plate13,D05,Cyclopenthiazide,Prestw-994,742-20-1,C13H18ClN3O4S2,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1193,Plate13,D06,Fluvoxamine maleate,Prestw-995,61718-82-9,C19H25F3N2O6,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
1194,Plate13,D07,Prothionamide,Prestw-1321,14222-60-7,C9H12N2S,"['Infectiology', 'Metabolism']",['Antibacterial']
1195,Plate13,D08,Fluticasone propionate,Prestw-997,80474-14-2,C25H31F3O5S,"['Cardiovascular', 'Metabolism']","['Anti-inflammatory', 'Vasodilator']"
1196,Plate13,D09,Zuclopenthixol dihydrochloride,Prestw-998,633-59-0,C22H27Cl3N2OS,['Central Nervous System'],"['Antipsychotic', 'Antiviral', 'Sedative']"
1197,Plate13,D10,Proguanil hydrochloride,Prestw-999,637-32-1,C11H17Cl2N5,['Metabolism'],['Antimalarial']
1198,Plate13,D11,Lymecycline,Prestw-1000,992-21-2,C29H38N4O10,['Metabolism'],['Antibacterial']
1199,Plate13,D12,DMSO,,,,,
1200,Plate13,E01,DMSO,,,,,
1201,Plate13,E02,Alfadolone acetate,Prestw-1001,23930-37-2,C23H34O5,['Central Nervous System'],['Anesthetic']
1202,Plate13,E03,Alfaxalone,Prestw-1002,23930-19-0,C21H32O3,['Central Nervous System'],['Anesthetic']
1203,Plate13,E04,Azapropazone,Prestw-1003,13539-59-8,C16H20N4O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1204,Plate13,E05,Meptazinol hydrochloride,Prestw-1004,59263-76-2,C15H24ClNO,['Central Nervous System'],['Analgesic']
1205,Plate13,E06,Apramycin,Prestw-1005,37321-09-8,C21H41N5O11,"['Metabolism', 'Infectiology']",['Antibacterial']
1206,Plate13,E07,Epitiostanol,Prestw-1006,2363-58-8,C19H30OS,['Oncology'],['Antineoplastic']
1207,Plate13,E08,Fursultiamine Hydrochloride,Prestw-1007,2105-43-3,C17H27ClN4O3S2,['Metabolism'],['Anti-Alzheimer']
1208,Plate13,E09,Gabexate mesilate,Prestw-1008,56974-61-9,C17H27N3O7S,"['Hematology', 'Metabolism']",['Anticoagulant']
1209,Plate13,E10,Pivampicillin,Prestw-1009,33817-20-8,C22H29N3O6S,"['Metabolism', 'Infectiology']",['Antibacterial']
1210,Plate13,E11,Lodoxamide,Prestw-1746,53882-12-5,C11H6ClN3O6,['Allergology'],['Antihistaminic']
1211,Plate13,E12,DMSO,,,,,
1212,Plate13,F01,DMSO,,,,,
1213,Plate13,F02,Flucloxacillin sodium,Prestw-1011,1847-24-1,C19H16ClFN3NaO5S,"['Metabolism', 'Infectiology']",['Antibacterial']
1214,Plate13,F03,Trapidil,Prestw-1012,15421-84-8,C10H15N5,['Cardiovascular'],['Vasodilator']
1215,Plate13,F04,Deptropine citrate,Prestw-1013,2169-75-7,C29H35NO8,"['Allergology', 'Cardiovascular', 'Respiratory']","['Antihistaminic', 'Bronchodilator', 'Vasodilator']"
1216,Plate13,F05,Sertraline,Prestw-1014,79617-96-2,C17H17Cl2N,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
1217,Plate13,F06,Ethamsylate,Prestw-1015,2624-44-4,C10H17NO5S,"['Cardiovascular', 'Hematology']","['Antiplatelet', 'Hemostatic']"
1218,Plate13,F07,Moxonidine,Prestw-1016,75438-57-2,C9H12ClN5O,['Cardiovascular'],['Antihypertensive']
1219,Plate13,F08,Etilefrine hydrochloride,Prestw-1017,534-87-2,C10H16ClNO2,['Cardiovascular'],['Vasoconstrictor']
1220,Plate13,F09,Alprostadil,Prestw-1018,745-65-3,C20H34O5,['Cardiovascular'],"['Erectile dysfunction treatment', 'Vasodilator']"
1221,Plate13,F10,Tribenoside,Prestw-1019,10310-32-4,C29H34O6,['Cardiovascular'],[nan]
1222,Plate13,F11,Rimexolone,Prestw-1020,49697-38-3,C24H34O3,['Metabolism'],['Anti-inflammatory']
1223,Plate13,F12,DMSO,,,,,
1224,Plate13,G01,DMSO,,,,,
1225,Plate13,G02,Isradipine,Prestw-1021,75695-93-1,C19H21N3O5,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
1226,Plate13,G03,Nifekalant,Prestw-1774,130636-43-0,C19H27N5O5,['Cardiovascular'],['Antiarrhythmic']
1227,Plate13,G04,Isometheptene mucate,Prestw-1023,7492-31-1,C24H48N2O8,['Cardiovascular'],"['Antimigraine', 'Vasoconstrictor']"
1228,Plate13,G05,Nifurtimox,Prestw-1024,23256-30-6,C10H13N3O5S,['Metabolism'],[nan]
1229,Plate13,G06,Letrozole,Prestw-1025,112809-51-5,C17H11N5,['Oncology'],['Antineoplastic']
1230,Plate13,G07,Arbutin,Prestw-1026,497-76-7,C12H16O7,"['Metabolism', 'Infectiology']",['Antibacterial']
1231,Plate13,G08,Tocainide hydrochloride,Prestw-1027,71395-14-7,C11H17ClN2O,"['Cardiovascular', 'Central Nervous System']","['Anesthetic', 'Antiarrhythmic']"
1232,Plate13,G09,Benzathine benzylpenicillin,Prestw-1028,5928-84-7,C48H56N6O10S2,"['Metabolism', 'Infectiology']",['Antibacterial']
1233,Plate13,G10,Risperidone,Prestw-1029,106266-06-2,C23H27FN4O2,['Central Nervous System'],['Antipsychotic']
1234,Plate13,G11,Torsemide,Prestw-1030,56211-40-6,C16H20N4O3S,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1235,Plate13,G12,DMSO,,,,,
1236,Plate13,H01,DMSO,,,,,
1237,Plate13,H02,Halofantrine hydrochloride,Prestw-1031,36167-63-2,C26H31Cl3F3NO,['Metabolism'],['Antimalarial']
1238,Plate13,H03,Articaine hydrochloride,Prestw-1032,23964-57-0,C13H21ClN2O3S,['Central Nervous System'],['Anesthetic']
1239,Plate13,H04,Nomegestrol acetate,Prestw-1033,58652-20-3,C23H30O4,['Endocrinology'],['Contraceptive']
1240,Plate13,H05,Pancuronium bromide,Prestw-1034,15500-66-0,C35H60Br2N2O4,['Neuromuscular'],['Muscle relaxant']
1241,Plate13,H06,Molindone hydrochloride,Prestw-1035,15622-65-8,C16H25ClN2O2,['Central Nervous System'],['Antipsychotic']
1242,Plate13,H07,Alcuronium chloride,Prestw-1036,15180-03-7,C44H50Cl2N4O2,['Neuromuscular'],['Muscle relaxant']
1243,Plate13,H08,Zalcitabine,Prestw-1037,7481-89-2,C9H13N3O3,['Metabolism'],['Antiviral']
1244,Plate13,H09,Methyldopate hydrochloride,Prestw-1038,2508-79-4,C12H18ClNO4,['Cardiovascular'],['Antihypertensive']
1245,Plate13,H10,Levocabastine hydrochloride,Prestw-1039,79547-78-7,C26H30ClFN2O2,['Allergology'],['Antihistaminic']
1246,Plate13,H11,Pyrvinium pamoate,Prestw-1040,3546-41-6,C75H70N6O6,['Metabolism'],[nan]
1247,Plate13,H12,DMSO,,,,,
1248,Plate14,A01,DMSO,,,,,
1249,Plate14,A02,Etomidate,Prestw-1041,33125-97-2,C14H16N2O2,['Central Nervous System'],"['Anesthetic', 'Hypnotic']"
1250,Plate14,A03,Tridihexethyl chloride,Prestw-1042,4310-35-4,C21H36ClNO,['Neuromuscular'],['Antispastic']
1251,Plate14,A04,Penbutolol sulfate,Prestw-1043,38363-32-5,C36H60N2O8S,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1252,Plate14,A05,Prednicarbate,Prestw-1044,73771-04-7,C27H36O8,['Metabolism'],['Anti-Inflammatory']
1253,Plate14,A06,Sertaconazole nitrate,Prestw-1045,99592-39-9,C20H16Cl3N3O4S,"['Metabolism', 'Infectiology']","['Antibacterial', 'Antifungal']"
1254,Plate14,A07,Repaglinide,Prestw-1046,135062-02-1,C27H36N2O4,['Endocrinology'],['Antidiabetic']
1255,Plate14,A08,Piretanide,Prestw-1047,55837-27-9,C17H18N2O5S,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1256,Plate14,A09,Piperacetazine,Prestw-1048,3819-00-9,C24H30N2O2S,['Central Nervous System'],['Antipsychotic']
1257,Plate14,A10,Oxyphenbutazone,Prestw-1049,129-20-4,C19H20N2O3,['Metabolism'],['Anti-inflammatory']
1258,Plate14,A11,Quinethazone,Prestw-1050,73-49-4,C10H12ClN3O3S,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1259,Plate14,A12,DMSO,,,,,
1260,Plate14,B01,DMSO,,,,,
1261,Plate14,B02,Moricizine hydrochloride,Prestw-1051,31883-05-3,C22H26ClN3O4S,['Cardiovascular'],['Antiarrhythmic']
1262,Plate14,B03,Iopanoic acid,Prestw-1052,96-83-3,C11H12I3NO2,['Diagnostic'],['Contrastant']
1263,Plate14,B04,Pivmecillinam hydrochloride,Prestw-1053,32887-03-9,C21H34ClN3O5S,"['Metabolism', 'Infectiology']",['Antibacterial']
1264,Plate14,B05,Levopropoxyphene napsylate,Prestw-1054,5714-90-9,C32H37NO5S,"['Central Nervous System', 'Respiratory']","['Analgesic', 'Antitussive']"
1265,Plate14,B06,Piperidolate hydrochloride,Prestw-1055,129-77-1,C21H26ClNO2,['Neuromuscular'],['Antispastic']
1266,Plate14,B07,Trifluridine,Prestw-1056,70-00-8,C10H11F3N2O5,['Metabolism'],['Antiviral']
1267,Plate14,B08,Oxprenolol hydrochloride,Prestw-1057,6452-73-9,C15H24ClNO3,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1268,Plate14,B09,Ondansetron Hydrochloride,Prestw-1058,103639-04-9,C18H20ClN3O,['Central Nervous System'],['Antianemic']
1269,Plate14,B10,Propoxycaine hydrochloride,Prestw-1059,550-83-4,C16H27ClN2O3,['Central Nervous System'],['Anesthetic']
1270,Plate14,B11,Oxaprozin,Prestw-1060,21256-18-8,C18H15NO3,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1271,Plate14,B12,DMSO,,,,,
1272,Plate14,C01,DMSO,,,,,
1273,Plate14,C02,Phensuximide,Prestw-1061,86-34-0,C11H11NO2,['Central Nervous System'],['Anticonvulsant']
1274,Plate14,C03,Ioxaglic acid ,Prestw-1062,59017-64-0,C24H21I6N5O8,['Diagnostic'],['Contrastant']
1275,Plate14,C04,Naftifine hydrochloride,Prestw-1063,65473-14-5,C21H22ClN,"['Infectiology', 'Metabolism']",['Antifungal']
1276,Plate14,C05,Meprylcaine hydrochloride ,Prestw-1064,956-03-6,C14H22ClNO2,['Neuromuscular'],['Local anesthetic']
1277,Plate14,C06,Milrinone,Prestw-1065,78415-72-2,C12H9N3O,['Cardiovascular'],['Vasodilator']
1278,Plate14,C07,Methantheline bromide,Prestw-1066,53-46-3,C21H26BrNO3,['Neuromuscular'],['Antispastic']
1279,Plate14,C08,Ticarcillin sodium,Prestw-1067,74682-62-5,C15H15N2NaO6S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1280,Plate14,C09,Thiethylperazine dimalate ,Prestw-1068,52239-63-1,C30H41N3O10S2,['Central Nervous System'],"['Antiemetic', 'Antivertigo']"
1281,Plate14,C10,Mesalamine,Prestw-1069,89-57-6,C7H7NO3,['Metabolism'],['Anti-inflammatory']
1282,Plate14,C11,Vorinostat,Prestw-1362,149647-78-9,C14H20N2O3,['Oncology'],['Antineoplastic']
1283,Plate14,C12,DMSO,,,,,
1284,Plate14,D01,DMSO,,,,,
1285,Plate14,D02,Imidurea,Prestw-1071,39236-46-9,C11H16N8O8,['Infectiology'],['Antifungal']
1286,Plate14,D03,Lansoprazole,Prestw-1072,103577-45-3,C16H14F3N3O2S,['Metabolism'],['Antiulcer']
1287,Plate14,D04,Bethanechol chloride,Prestw-1073,590-63-6,C7H17ClN2O2,['Metabolism'],[nan]
1288,Plate14,D05,Cyproterone acetate,Prestw-1074,427-51-0,C24H29ClO4,['Endocrinology'],"['Antineoplastic', 'Contraceptive']"
1289,Plate14,D06,(R)-Propranolol hydrochloride,Prestw-1075,13071-11-9,C16H22ClNO2,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive', 'Antimigraine']"
1290,Plate14,D07,Ciprofibrate,Prestw-1076,52214-84-3,C13H14Cl2O3,['Metabolism'],['Hypocholesterolemic']
1291,Plate14,D08,Formestane,Prestw-1420,566-48-3,C19H26O3,"['Endocrinology', 'Oncology']",['Antineoplastic']
1292,Plate14,D09,Benzylpenicillin sodium,Prestw-1078,69-57-8,C16H17N2NaO4S,"['Infectiology', 'Metabolism']",['Antibacterial']
1293,Plate14,D10,Chlorambucil,Prestw-1079,305-03-3,C14H19Cl2NO2,['Oncology'],['Antineoplastic']
1294,Plate14,D11,Methiazole,Prestw-1080,108579-67-5,C12H15N3O2S,"['Infectiology', 'Metabolism']",['Antihelmintic']
1295,Plate14,D12,DMSO,,,,,
1296,Plate14,E01,DMSO,,,,,
1297,Plate14,E02,(S)-propranolol hydrochloride,Prestw-1081,4199-10-4,C16H22ClNO2,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1298,Plate14,E03,(-)-Eseroline fumarate salt,Prestw-1082,104015-29-4,C17H22N2O5,['Central Nervous System'],['Analgesic']
1299,Plate14,E04,Isosorbide mononitrate,Prestw-1294,16051-77-7,C6H9NO6,['Cardiovascular'],['Antianginal']
1300,Plate14,E05,Levalbuterol hydrochloride,Prestw-1516,50293-90-8,C13H22ClNO3,['Respiratory'],"['Antiasthmatic', 'Bronchodilator']"
1301,Plate14,E06,Topiramate,Prestw-1493,97240-79-4,C12H21NO8S,['Central Nervous System'],"['Anticonvulsant', 'Antimigraine']"
1302,Plate14,E07,D-cycloserine,Prestw-1086,68-41-7,C3H6N2O2,"['Infectiology', 'Metabolism']",['Antibacterial']
1303,Plate14,E08,2-Chloropyrazine,Prestw-1087,14508-49-7,C4H3ClN2,['Cardiovascular'],[nan]
1304,Plate14,E09,"(+,-)-Synephrine",Prestw-1088,94-07-5,C9H13NO2,['Cardiovascular'],['Vasoconstrictor']
1305,Plate14,E10,(S)-(-)-Cycloserine,Prestw-1089,339-72-0,C3H6N2O2,"['Infectiology', 'Metabolism']",['Antibacterial']
1306,Plate14,E11,Homosalate,Prestw-1090,118-56-9,C16H22O3,['Dermatology'],['Radioprotectant']
1307,Plate14,E12,DMSO,,,,,
1308,Plate14,F01,DMSO,,,,,
1309,Plate14,F02,Spaglumic acid,Prestw-1091,4910-46-7,C11H16N2O8,"['Allergology', 'Cardiovascular']","['Antiallergic', 'Vasodilator']"
1310,Plate14,F03,Ranolazine,Prestw-1092,95635-55-5,C24H33N3O4,['Cardiovascular'],['Antianginal']
1311,Plate14,F04,Misoprostol,Prestw-1443,59122-46-2,C22H38O5,['Metabolism'],['Antiulcer']
1312,Plate14,F05,Sulfadoxine,Prestw-1094,2447-57-6,C12H14N4O4S,"['Infectiology', 'Metabolism']",['Antibacterial']
1313,Plate14,F06,Cyclopentolate hydrochloride,Prestw-1095,5870-29-1,C17H26ClNO3,['Metabolism'],[nan]
1314,Plate14,F07,Estriol,Prestw-1096,50-27-1,C18H24O3,['Endocrinology'],[nan]
1315,Plate14,F08,(-)-Isoproterenol hydrochloride,Prestw-1097,5984-95-2,C11H18ClNO3,"['Cardiovascular', 'Respiratory']","['Bronchodilator', 'Vasodilator']"
1316,Plate14,F09,Sarafloxacin,Prestw-1339,98105-99-8,C20H17F2N3O3,"['Infectiology', 'Metabolism']",['Antibacterial']
1317,Plate14,F10,Nialamide,Prestw-1099,51-12-7,C16H18N4O2,['Central Nervous System'],['Antidepressant']
1318,Plate14,F11,Toltrazuril,Prestw-1195,69004-03-1,C18H14F3N3O4S,['Infectiology'],['Anticoccidial']
1319,Plate14,F12,DMSO,,,,,
1320,Plate14,G01,DMSO,,,,,
1321,Plate14,G02,Perindopril,Prestw-1101,82834-16-0,C19H32N2O5,['Cardiovascular'],['Antihypertensive']
1322,Plate14,G03,Fexofenadine HCl,Prestw-1102,153439-40-8,C32H40ClNO4,['Allergology'],['Antihistaminic']
1323,Plate14,G04,4-aminosalicylic acid,Prestw-1202,65-49-6,C7H7NO3,"['Infectiology', 'Metabolism']","['Antibacterial', 'Antifungal']"
1324,Plate14,G05,Clonixin Lysinate,Prestw-1104,55837-30-4,C19H25ClN4O4,"['Central Nervous System', 'Infectiology']","['Analgesic', 'Antifungal']"
1325,Plate14,G06,Verteporfin,Prestw-1105,129497-78-5,C41H42N4O8,['Ophthalmology'],[nan]
1326,Plate14,G07,Meropenem,Prestw-1106,96036-03-2,C17H25N3O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
1327,Plate14,G08,Ramipril,Prestw-1107,87333-19-5,C23H32N2O5,"['Cardiovascular', 'Metabolism']",['Antihypertensive']
1328,Plate14,G09,Mephenytoin,Prestw-1108,50-12-4,C12H14N2O2,['Central Nervous System'],['Anticonvulsant']
1329,Plate14,G10,Rifabutin,Prestw-1109,72559-06-9,C46H62N4O11,"['Infectiology', 'Metabolism']",['Antibacterial']
1330,Plate14,G11,Parbendazole,Prestw-1110,14255-87-9,C13H17N3O2,"['Infectiology', 'Metabolism']",[nan]
1331,Plate14,G12,DMSO,,,,,
1332,Plate14,H01,DMSO,,,,,
1333,Plate14,H02,Mecamylamine hydrochloride,Prestw-1111,826-39-1,C11H22ClN,['Cardiovascular'],['Antihypertensive']
1334,Plate14,H03,Procarbazine hydrochloride,Prestw-1112,366-70-1,C12H20ClN3O,['Oncology'],['Antineoplastic']
1335,Plate14,H04,Viomycin sulfate,Prestw-1113,37883-00-4,C25H45N13O14S,"['Infectiology', 'Metabolism']",['Antibacterial']
1336,Plate14,H05,Saquinavir mesylate,Prestw-1114,149845-06-7,C39H54N6O8S,"['Immunology', 'Infectiology', 'Metabolism']",['Antiviral']
1337,Plate14,H06,Ronidazole,Prestw-1115,7681-76-7,C6H8N4O4,"['Infectiology', 'Metabolism']","['Antibacterial', 'Antiprotozoal', 'Antitrichomonal']"
1338,Plate14,H07,Dorzolamide hydrochloride,Prestw-1116,130693-82-2,C10H17ClN2O4S3,['Cardiovascular'],"['Antiglaucoma', 'Antihypertensive']"
1339,Plate14,H08,Azaperone,Prestw-1117,1649-18-9,C19H22FN3O,['Central Nervous System'],"['Antipsychotic', 'Sedative']"
1340,Plate14,H09,Cefepime hydrochloride,Prestw-1118,123171-59-5,C19H25ClN6O5S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1341,Plate14,H10,Clocortolone pivalate,Prestw-1119,34097-16-0,C27H36ClFO5,['Endocrinology'],['Anti-inflammatory']
