,Plate 384,Well 384,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
969,Plate03,I10,Plate10,E05,Furaltadone hydrochloride,Prestw-764,3759-92-0,C13H17ClN4O6,['Infectiology'],['Antibacterial']
970,Plate03,I11,Plate09,E06,Ibutilide fumarate,Prestw-1508,122647-32-9,C44H76N4O10S2,['Cardiovascular'],['Antiarrhythmic']
971,Plate03,I12,Plate10,E06,Ethoxyquin,Prestw-765,91-53-2,C14H19NO,['Metabolism'],['Antifungal']
972,Plate03,I13,Plate09,E07,Thimerosal,Prestw-1194,54-64-8,C9H9HgNaO2S,['Infectiology'],['Antiseptic']
973,Plate03,I14,Plate10,E07,Tinidazole,Prestw-766,19387-91-8,C8H13N3O4S,['Infectiology'],"['Antiamebic', 'Antibacterial']"
974,Plate03,I15,Plate09,E08,Tramadol hydrochloride,Prestw-1465,27203-92-5,C16H26ClNO2,['Central Nervous System'],['Analgesic']
975,Plate03,I16,Plate10,E08,Guanadrel sulfate,Prestw-767,22195-34-2,C20H40N6O8S,['Cardiovascular'],['Antihypertensive']
976,Plate03,I17,Plate09,E09,Estropipate,Prestw-688,7280-37-7,C22H32N2O5S,['Endocrinology'],[nan]
977,Plate03,I18,Plate10,E09,Vidarabine,Prestw-768,5536-17-4,C10H13N5O4,['Metabolism'],['Antiviral']
978,Plate03,I19,Plate09,E10,Butylscopolammonium (n-) bromide,Prestw-1253,149-64-4,C21H30BrNO4,['Central Nervous System'],['Antispastic']
979,Plate03,I20,Plate10,E10,Sulfameter,Prestw-769,651-06-9,C11H12N4O3S,"['Metabolism', 'Infectiology']",['Antibacterial']
980,Plate03,I21,Plate09,E11,Irinotecan hydrochloride trihydrate,Prestw-1494,136572-09-3,C33H45ClN4O9,['Oncology'],['Antineoplastic']
981,Plate03,I22,Plate10,E11,Isopropamide iodide,Prestw-770,71-81-8,C23H33IN2O,['Metabolism'],['Antiulcer']
982,Plate03,I23,Plate09,E12,DMSO,nan,nan,nan,,
983,Plate03,I24,Plate10,E12,DMSO,nan,nan,nan,,
984,Plate03,J01,Plate11,E01,DMSO,nan,nan,nan,,
985,Plate03,J02,Plate12,E01,DMSO,nan,nan,nan,,
986,Plate03,J03,Plate11,E02,Olanzapine,Prestw-1455,132539-06-1,C17H20N4S,['Central Nervous System'],['Antipsychotic']
987,Plate03,J04,Plate12,E02,Nizatidine,Prestw-921,76963-41-2,C12H21N5O2S2,['Metabolism'],['Antiulcer']
988,Plate03,J05,Plate11,E03,Trimeprazine tartrate,Prestw-842,4330-99-8,C40H50N4O6S2,"['Allergology', 'Central Nervous System', 'Dermatology']","['Antihistaminic', 'Antipruritic', 'Sedative']"
989,Plate03,J06,Plate12,E03,Thioperamide maleate,Prestw-922,106243-16-7,C19H28N4O4S,['Central Nervous System'],['Antiemetic']
990,Plate03,J07,Plate11,E04,Nafcillin sodium salt monohydrate,Prestw-843,7177-50-6,C21H23N2NaO6S,"['Metabolism', 'Infectiology']",['Antibacterial']
991,Plate03,J08,Plate12,E04,Xamoterol hemifumarate,Prestw-923,73210-73-8,C36H54N6O14,['Cardiovascular'],[nan]
992,Plate03,J09,Plate11,E05,Procyclidine hydrochloride,Prestw-844,1508-76-5,C19H30ClNO,['Central Nervous System'],"['Antiparkinsonian', 'Muscle relaxant']"
993,Plate03,J10,Plate12,E05,Rolipram,Prestw-924,61413-54-5,C16H21NO3,['Central Nervous System'],"['Antidepressant', 'Antipsychotic', 'Antipsychotic']"
994,Plate03,J11,Plate11,E06,Amiprilose hydrochloride,Prestw-845,60414-06-4,C14H28ClNO6,['Immunology'],['Immunomodulator']
995,Plate03,J12,Plate12,E06,Thonzonium bromide,Prestw-925,553-08-2,C32H55BrN4O,['Dermatology'],['Antiseptic']
996,Plate03,J13,Plate11,E07,Ethynylestradiol 3-methyl ether,Prestw-846,72-33-3,C21H26O2,['Endocrinology'],[nan]
997,Plate03,J14,Plate12,E07,Idazoxan hydrochloride,Prestw-926,79944-56-2,C11H13ClN2O2,['Central Nervous System'],"['Antiparkinsonian', 'Antipsychotic']"
998,Plate03,J15,Plate11,E08,(-) -Levobunolol hydrochloride,Prestw-847,27912-14-7,C17H26ClNO3,['Ophthalmology'],['Antiglaucoma']
999,Plate03,J16,Plate12,E08,Quinapril HCl,Prestw-927,82586-55-8,C25H31ClN2O5,['Cardiovascular'],['Antihypertensive']
1000,Plate03,J17,Plate11,E09,Iodixanol,Prestw-848,92339-11-2,C35H44I6N6O15,['Diagnostic'],['Contrastant']
1001,Plate03,J18,Plate12,E09,Nilutamide,Prestw-928,63612-50-0,C12H10F3N3O4,['Oncology'],['Antineoplastic']
1002,Plate03,J19,Plate11,E10,Clinafloxacin,Prestw-1379,105956-97-6,C17H17ClFN3O3,"['Infectiology', 'Metabolism']",['Antibacterial']
1003,Plate03,J20,Plate12,E10,Ketorolac tromethamine,Prestw-929,74103-07-4,C19H24N2O6,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
1004,Plate03,J21,Plate11,E11,Equilin,Prestw-850,474-86-2,C18H20O2,['Endocrinology'],[nan]
1005,Plate03,J22,Plate12,E11,Protriptyline hydrochloride,Prestw-930,1225-55-4,C19H22ClN,['Central Nervous System'],['Antidepressant']
1006,Plate03,J23,Plate11,E12,DMSO,nan,nan,nan,,
1007,Plate03,J24,Plate12,E12,DMSO,nan,nan,nan,,
1008,Plate03,K01,Plate09,F01,DMSO,nan,nan,nan,,
1009,Plate03,K02,Plate10,F01,DMSO,nan,nan,nan,,
1010,Plate03,K03,Plate09,F02,Tylosin,Prestw-1353,1401-69-0,C46H77NO17,"['Infectiology', 'Metabolism']",['Antibacterial']
1011,Plate03,K04,Plate10,F02,Alclometasone dipropionate,Prestw-771,66734-13-2,C28H37ClO7,['Metabolism'],['Anti-inflammatory']
1012,Plate03,K05,Plate09,F03,Citalopram Hydrobromide,Prestw-692,59729-32-7,C20H22BrFN2O,['Central Nervous System'],['Antidepressant']
1013,Plate03,K06,Plate10,F03,Leflunomide,Prestw-772,75706-12-6,C12H9F3N2O2,['Immunology'],['Immunosuppressant']
1014,Plate03,K07,Plate09,F04,Promazine hydrochloride,Prestw-693,53-60-1,C17H21ClN2S,['Central Nervous System'],['Antipsychotic']
1015,Plate03,K08,Plate10,F04,Norgestrel-(-)-D,Prestw-773,797-63-7,C21H28O2,['Endocrinology'],['Contraceptive']
1016,Plate03,K09,Plate09,F05,Sulfamerazine,Prestw-694,127-79-7,C11H12N4O2S,"['Infectiology', 'Metabolism']",['Antibacterial']
1017,Plate03,K10,Plate10,F05,Fluocinonide,Prestw-774,356-12-7,C26H32F2O7,['Metabolism'],['Anti-inflammatory']
1018,Plate03,K11,Plate09,F06,Venlafaxine,Prestw-1170,93413-69-5,C17H27NO2,['Central Nervous System'],['Antidepressant']
1019,Plate03,K12,Plate10,F06,Sulfamethazine sodium salt,Prestw-775,1981-58-4,C12H13N4NaO2S,"['Metabolism', 'Infectiology']",['Antibacterial']
1020,Plate03,K13,Plate09,F07,Ethotoin,Prestw-696,86-35-1,C11H12N2O2,['Central Nervous System'],['Anticonvulsant']
1021,Plate03,K14,Plate10,F07,Guaifenesin,Prestw-776,93-14-1,C10H14O4,['Respiratory'],"['Bronchodilator', 'Expectorant']"
1022,Plate03,K15,Plate09,F08,3-alpha-Hydroxy-5-beta-androstan-17-one,Prestw-697,53-42-9,C19H30O2,['Endocrinology'],[nan]
1023,Plate03,K16,Plate10,F08,Alexidine dihydrochloride,Prestw-777,22573-93-9,C26H58Cl2N10,['Infectiology'],['Antibacterial']
1024,Plate03,K17,Plate09,F09,Tetrahydrozoline hydrochloride,Prestw-698,522-48-5,C13H17ClN2,['Cardiovascular'],"['Nasal Decongestant', 'Vasoconstrictor']"
1025,Plate03,K18,Plate10,F09,Proadifen hydrochloride,Prestw-778,62-68-0,C23H32ClNO2,['Neuromuscular'],['Local anesthetic']
1026,Plate03,K19,Plate09,F10,Hexestrol,Prestw-699,84-16-2,C18H22O2,"['Endocrinology', 'Oncology']",['Antineoplastic']
1027,Plate03,K20,Plate10,F10,Zomepirac sodium salt,Prestw-779,64092-48-4,C15H13ClNNaO3,['Metabolism'],['Anti-inflammatory']
1028,Plate03,K21,Plate09,F11,Cefmetazole sodium salt,Prestw-700,56796-39-5,C15H16N7NaO5S3,"['Infectiology', 'Metabolism']",['Antibacterial']
1029,Plate03,K22,Plate10,F11,Cinoxacin,Prestw-780,28657-80-9,C12H10N2O5,"['Metabolism', 'Infectiology']",['Antibacterial']
1030,Plate03,K23,Plate09,F12,DMSO,nan,nan,nan,,
1031,Plate03,K24,Plate10,F12,DMSO,nan,nan,nan,,
1032,Plate03,L01,Plate11,F01,DMSO,nan,nan,nan,,
1033,Plate03,L02,Plate12,F01,DMSO,nan,nan,nan,,
1034,Plate03,L03,Plate11,F02,Paroxetine Hydrochloride,Prestw-851,110429-35-1,C19H21ClFNO3,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
1035,Plate03,L04,Plate12,F02,Propofol,Prestw-931,2078-54-8,C12H18O,['Central Nervous System'],"['Anesthetic', 'Sedative']"
1036,Plate03,L05,Plate11,F03,Nylidrin,Prestw-1454,447-41-6,C19H25NO2,['Cardiovascular'],['Vasodilator']
1037,Plate03,L06,Plate12,F03,S(-)Eticlopride hydrochloride,Prestw-932,97612-24-3,C17H26Cl2N2O3,['Central Nervous System'],[nan]
1038,Plate03,L07,Plate11,F04,Liothyronine,Prestw-853,6893-02-3,C15H12I3NO4,['Endocrinology'],[nan]
1039,Plate03,L08,Plate12,F04,Primidone,Prestw-933,125-33-7,C12H14N2O2,['Central Nervous System'],['Anticonvulsant']
1040,Plate03,L09,Plate11,F05,Roxithromycin,Prestw-854,80214-83-1,C41H76N2O15,"['Metabolism', 'Infectiology']",['Antibacterial']
1041,Plate03,L10,Plate12,F05,Flucytosine,Prestw-934,2022-85-7,C4H4FN3O,['Metabolism'],['Antifungal']
1042,Plate03,L11,Plate11,F06,Beclomethasone dipropionate,Prestw-855,5534-09-8,C28H37ClO7,['Metabolism'],['Anti-inflammatory']
1043,Plate03,L12,Plate12,F06,(-)-MK 801 hydrogen maleate,Prestw-935,77086-19-2,C20H19NO4,['Central Nervous System'],['Anticonvulsant']
1044,Plate03,L13,Plate11,F07,Tolmetin sodium salt dihydrate,Prestw-856,64490-92-2,C15H18NNaO5,['Metabolism'],['Anti-inflammatory']
1045,Plate03,L14,Plate12,F07,Bephenium hydroxynaphthoate,Prestw-936,3818-50-6,C28H29NO4,['Metabolism'],[nan]
1046,Plate03,L15,Plate11,F08,(+) -Levobunolol hydrochloride,Prestw-857,47141-41-3,C17H26ClNO3,['Ophthalmology'],['Antiglaucoma']
1047,Plate03,L16,Plate12,F08,Dehydroisoandosterone 3-acetate,Prestw-937,853-23-6,C21H30O3,['Endocrinology'],[nan]
1048,Plate03,L17,Plate11,F09,Doxazosin mesylate,Prestw-858,77883-43-3,C24H29N5O8S,['Cardiovascular'],['Antihypertensive']
1049,Plate03,L18,Plate12,F09,Benserazide hydrochloride,Prestw-938,14919-77-8,C10H16ClN3O5,['Central Nervous System'],['Antiparkinsonian']
1050,Plate03,L19,Plate11,F10,Fluvastatin sodium salt,Prestw-859,93957-55-2,C24H25FNNaO4,['Cardiovascular'],['Antilipemic']
1051,Plate03,L20,Plate12,F10,Iodipamide,Prestw-939,606-17-7,C20H14I6N2O6,['Diagnostic'],['Contrastant']
1052,Plate03,L21,Plate11,F11,Methylhydantoin-5-(L),Prestw-860,40856-73-3,C4H6N2O2,['Central Nervous System'],['Anticonvulsant']
1053,Plate03,L22,Plate12,F11,Allopurinol,Prestw-1213,315-30-0,C5H4N4O,['Metabolism'],[nan]
1054,Plate03,L23,Plate11,F12,DMSO,nan,nan,nan,,
1055,Plate03,L24,Plate12,F12,DMSO,nan,nan,nan,,
1056,Plate03,M01,Plate09,G01,DMSO,nan,nan,nan,,
1057,Plate03,M02,Plate10,G01,DMSO,nan,nan,nan,,
1058,Plate03,M03,Plate09,G02,"Trihexyphenidyl-D,L Hydrochloride",Prestw-701,58947-95-8,C20H32ClNO,['Central Nervous System'],['Antiparkinsonian']
1059,Plate03,M04,Plate10,G02,Clobetasol propionate,Prestw-781,25122-46-7,C25H32ClFO5,['Metabolism'],['Anti-inflammatory']
1060,Plate03,M05,Plate09,G03,Succinylsulfathiazole,Prestw-702,116-43-8,C13H13N3O5S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1061,Plate03,M06,Plate10,G03,Podophyllotoxin,Prestw-782,518-28-5,C22H22O8,['Metabolism'],['Antiviral']
1062,Plate03,M07,Plate09,G04,Famprofazone,Prestw-703,22881-35-2,C24H31N3O,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Antipyretic']"
1063,Plate03,M08,Plate10,G04,Clofibric acid,Prestw-783,882-09-7,C10H11ClO3,['Metabolism'],['Antilipemic']
1064,Plate03,M09,Plate09,G05,Bromopride,Prestw-704,4093-35-0,C14H22BrN3O2,['Central Nervous System'],['Antiemetic']
1065,Plate03,M10,Plate10,G05,Bendroflumethiazide,Prestw-784,73-48-3,C15H14F3N3O4S2,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1066,Plate03,M11,Plate09,G06,Methyl benzethonium chloride,Prestw-705,25155-18-4,C28H44ClNO2,['Infectiology'],['Antibacterial']
1067,Plate03,M12,Plate10,G06,Dicumarol,Prestw-785,66-76-2,C19H12O6,['Hematology'],['Anticoagulant']
1068,Plate03,M13,Plate09,G07,Chlorcyclizine hydrochloride,Prestw-706,1620-21-9,C18H22Cl2N2,"['Allergology', 'Central Nervous System']","['Antiemetic', 'Antihistaminic', 'Sedative']"
1069,Plate03,M14,Plate10,G07,Methimazole,Prestw-786,60-56-0,C4H6N2S,['Endocrinology'],[nan]
1070,Plate03,M15,Plate09,G08,Diphenylpyraline hydrochloride,Prestw-707,132-18-3,C19H24ClNO,"['Allergology', 'Central Nervous System']","['Antihistaminic', 'Antipruritic', 'Sedative']"
1071,Plate03,M16,Plate10,G08,Merbromin,Prestw-787,129-16-8,C20H8Br2HgNa2O6,['Infectiology'],['Antibacterial']
1072,Plate03,M17,Plate09,G09,Benzethonium chloride,Prestw-708,121-54-0,C27H42ClNO2,['Infectiology'],"['Antibacterial', 'Antiseptic']"
1073,Plate03,M18,Plate10,G09,Hexylcaine hydrochloride,Prestw-788,532-76-3,C16H24ClNO2,['Dermatology'],['Anesthetic']
1074,Plate03,M19,Plate09,G10,Trioxsalen,Prestw-709,3902-71-4,C14H12O3,['Dermatology'],[nan]
1075,Plate03,M20,Plate10,G10,Drofenine hydrochloride,Prestw-789,548-66-3,C20H32ClNO2,['Neuromuscular'],['Antispastic']
1076,Plate03,M21,Plate09,G11,Doxofylline,Prestw-1136,69975-86-6,C11H14N4O4,['Respiratory'],['Bronchodilator']
1077,Plate03,M22,Plate10,G11,Cycloheximide,Prestw-790,66-81-9,C15H23NO4,['Infectiology'],['Antibacterial']
1078,Plate03,M23,Plate09,G12,DMSO,nan,nan,nan,,
1079,Plate03,M24,Plate10,G12,DMSO,nan,nan,nan,,
1080,Plate03,N01,Plate11,G01,DMSO,nan,nan,nan,,
1081,Plate03,N02,Plate12,G01,DMSO,nan,nan,nan,,
1082,Plate03,N03,Plate11,G02,Gabapentin,Prestw-861,60142-96-3,C9H17NO2,['Central Nervous System'],['Anticonvulsant']
1083,Plate03,N04,Plate12,G02,Pentetic acid,Prestw-941,67-43-6,C14H23N3O10,['Oncology'],"['Chelating', 'Radioprotectant']"
1084,Plate03,N05,Plate11,G03,Raloxifene hydrochloride,Prestw-862,82640-04-8,C28H28ClNO4S,"['Endocrinology', 'Oncology']",[nan]
1085,Plate03,N06,Plate12,G03,Bretylium tosylate,Prestw-942,61-75-6,C18H24BrNO3S,"['Cardiovascular', 'Central Nervous System']","['Anesthetic', 'Antiarrhythmic', 'Antihypertensive']"
1086,Plate03,N07,Plate11,G04,"Etidronic acid, disodium salt",Prestw-863,7414-83-7,C2H6Na2O7P2,['Metabolism'],"['Antiosteoporetic', 'Chelating']"
1087,Plate03,N08,Plate12,G04,Pralidoxime chloride,Prestw-943,51-15-0,C7H9ClN2O,['Neuromuscular'],[nan]
1088,Plate03,N09,Plate11,G05,Methylhydantoin-5-(D),Prestw-864,55147-68-7,C4H6N2O2,[nan],[nan]
1089,Plate03,N10,Plate12,G05,Phenoxybenzamine hydrochloride,Prestw-944,63-92-3,C18H23Cl2NO,['Cardiovascular'],['Antihypertensive']
1090,Plate03,N11,Plate11,G06,Simvastatin,Prestw-865,79902-63-9,C25H38O5,['Cardiovascular'],['Antilipemic']
1091,Plate03,N12,Plate12,G06,Salmeterol,Prestw-945,89365-50-4,C25H37NO4,['Respiratory'],['Bronchodilator']
1092,Plate03,N13,Plate11,G07,Azacytidine-5,Prestw-866,320-67-2,C8H12N4O5,['Oncology'],['Antineoplastic']
1093,Plate03,N14,Plate12,G07,Altretamine,Prestw-946,645-05-6,C9H18N6,['Oncology'],['Antineoplastic']
1094,Plate03,N15,Plate11,G08,Paromomycin sulfate,Prestw-867,1263-89-4,C23H47N5O18S,"['Metabolism', 'Infectiology']","['Antiamebic', 'Antibacterial']"
1095,Plate03,N16,Plate12,G08,Prazosin hydrochloride,Prestw-947,19237-84-4,C19H22ClN5O4,['Cardiovascular'],['Antihypertensive']
1096,Plate03,N17,Plate11,G09,Acetaminophen,Prestw-868,103-90-2,C8H9NO2,['Central Nervous System'],"['Analgesic', 'Antipyretic']"
1097,Plate03,N18,Plate12,G09,Timolol maleate salt,Prestw-948,26921-17-5,C17H28N4O7S,"['Cardiovascular', 'Ophthalmology']","['Antianginal', 'Antiarrhythmic', 'Antiglaucoma', 'Antihypertensive']"
1098,Plate03,N19,Plate11,G10,Phthalylsulfathiazole,Prestw-869,85-73-4,C17H13N3O5S2,"['Metabolism', 'Infectiology']",['Antibacterial']
1099,Plate03,N20,Plate12,G10,"(+,-)-Octopamine hydrochloride",Prestw-949,770-05-8,C8H12ClNO2,['Cardiovascular'],[nan]
1100,Plate03,N21,Plate11,G11,Luteolin,Prestw-870,491-70-3,C15H10O6,['Respiratory'],['Expectorant']
1101,Plate03,N22,Plate12,G11,Stavudine,Prestw-1279,3056-17-5,C10H12N2O4,"['Infectiology', 'Metabolism']",['Antiviral']
1102,Plate03,N23,Plate11,G12,DMSO,nan,nan,nan,,
1103,Plate03,N24,Plate12,G12,DMSO,nan,nan,nan,,
1104,Plate03,O01,Plate09,H01,DMSO,nan,nan,nan,,
1105,Plate03,O02,Plate10,H01,DMSO,nan,nan,nan,,
1106,Plate03,O03,Plate09,H02,Sulfabenzamide,Prestw-711,127-71-9,C13H12N2O3S,"['Infectiology', 'Metabolism']",['Antibacterial']
1107,Plate03,O04,Plate10,H02,(R) -Naproxen sodium salt,Prestw-791,23979-41-1,C14H13NaO3,['Metabolism'],['Anti-inflammatory']
1108,Plate03,O05,Plate09,H03,Benzocaine,Prestw-712,94-09-7,C9H11NO2,['Neuromuscular'],['Local anesthetic']
1109,Plate03,O06,Plate10,H03,Propidium iodide,Prestw-792,25535-16-4,C27H34I2N4,['Infectiology'],['Antibacterial']
1110,Plate03,O07,Plate09,H04,Dipyrone,Prestw-713,5907-38-0,C13H16N3NaO4S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Antiasthmatic', 'Antipyretic', 'Bronchodilator']"
1111,Plate03,O08,Plate10,H04,Cloperastine hydrochloride,Prestw-793,14984-68-0,C20H25Cl2NO,['Respiratory'],['Antitussive']
1112,Plate03,O09,Plate09,H05,Isosorbide dinitrate,Prestw-714,87-33-2,C6H8N2O8,['Cardiovascular'],['Antianginal']
1113,Plate03,O10,Plate10,H05,Eucatropine hydrochloride,Prestw-794,536-93-6,C17H26ClNO3,"['Neuromuscular', 'Ophthalmology']",['Antiglaucoma']
1114,Plate03,O11,Plate09,H06,Sulfachloropyridazine,Prestw-715,80-32-0,C10H9ClN4O2S,"['Infectiology', 'Metabolism']",['Antibacterial']
1115,Plate03,O12,Plate10,H06,Isocarboxazid,Prestw-795,59-63-2,C12H13N3O2,['Central Nervous System'],['Antidepressant']
1116,Plate03,O13,Plate09,H07,Pramoxine hydrochloride,Prestw-716,637-58-1,C17H28ClNO3,['Neuromuscular'],['Local anesthetic']
1117,Plate03,O14,Plate10,H07,Lithocholic acid,Prestw-796,434-13-9,C24H40O3,['Metabolism'],"['Cholagogue', 'Choleretic']"
1118,Plate03,O15,Plate09,H08,Finasteride,Prestw-717,98319-26-7,C23H36N2O2,['Endocrinology'],"['Anti-alopecia', 'Antineoplastic']"
1119,Plate03,O16,Plate10,H08,Methotrimeprazine maleat salt,Prestw-797,7104-38-3,C23H28N2O5S,['Central Nervous System'],"['Analgesic', 'Antiemetic', 'Sedative']"
1120,Plate03,O17,Plate09,H09,Fluorometholone,Prestw-718,426-13-1,C22H29FO4,['Endocrinology'],['Anti-inflammatory']
1121,Plate03,O18,Plate10,H09,Dienestrol,Prestw-798,84-17-3,C18H18O2,['Endocrinology'],[nan]
1122,Plate03,O19,Plate09,H10,Cephalothin sodium salt,Prestw-719,58-71-9,C16H15N2NaO6S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1123,Plate03,O20,Plate10,H10,Pridinol methanesulfonate salt,Prestw-799,6856-31-1,C21H29NO4S,['Central Nervous System'],['Antiparkinsonian']
1124,Plate03,O21,Plate09,H11,Cefuroxime sodium salt,Prestw-720,56238-63-2,C16H15N4NaO8S,"['Infectiology', 'Metabolism']",['Antibacterial']
1125,Plate03,O22,Plate10,H11,Amrinone,Prestw-800,60719-84-8,C10H9N3O,['Cardiovascular'],[nan]
1126,Plate03,O23,Plate09,H12,DMSO,nan,nan,nan,,
1127,Plate03,O24,Plate10,H12,DMSO,nan,nan,nan,,
1128,Plate03,P01,Plate11,H01,DMSO,nan,nan,nan,,
1129,Plate03,P02,Plate12,H01,DMSO,nan,nan,nan,,
1130,Plate03,P03,Plate11,H02,Iopamidol,Prestw-871,60166-93-0,C17H22I3N3O8,['Diagnostic'],['Contrastant']
1131,Plate03,P04,Plate12,H02,Crotamiton,Prestw-951,483-63-6,C13H17NO,"['Dermatology', 'Metabolism']",['Antipruritic']
1132,Plate03,P05,Plate11,H03,Iopromide,Prestw-872,73334-07-3,C18H24I3N3O8,['Diagnostic'],['Contrastant']
1133,Plate03,P06,Plate12,H03,Toremifene,Prestw-1197,89778-26-7,C26H28ClNO,"['Endocrinology', 'Oncology']",['Antineoplastic']
1134,Plate03,P07,Plate11,H04,Theophylline monohydrate,Prestw-873,5967-84-0,C7H10N4O3,"['Cardiovascular', 'Central Nervous System', 'Respiratory']","['Bronchodilator', 'CNS Stimulant', 'Diuretic', 'Vasodilator']"
1135,Plate03,P08,Plate12,H04,(R)-(+)-Atenolol,Prestw-536,56715-13-0,C14H22N2O3,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive', 'Antimigraine']"
1136,Plate03,P09,Plate11,H05,Theobromine,Prestw-874,83-67-0,C7H8N4O2,"['Cardiovascular', 'Respiratory']","['Bronchodilator', 'Diuretic']"
1137,Plate03,P10,Plate12,H05,Tyloxapol,Prestw-954,25301-02-4,C59H96O12,['Respiratory'],['Mucolytic']
1138,Plate03,P11,Plate11,H06,Reserpine,Prestw-875,50-55-5,C33H40N2O9,['Central Nervous System'],['Antipsychotic']
1139,Plate03,P12,Plate12,H06,Florfenicol,Prestw-955,73231-34-2,C12H14Cl2FNO4S,"['Metabolism', 'Infectiology']",['Antibacterial']
1140,Plate03,P13,Plate11,H07,Bicalutamide,Prestw-1239,90357-06-5,C18H14F4N2O4S,"['Endocrinology', 'Oncology']",['Antineoplastic']
1141,Plate03,P14,Plate12,H07,Megestrol acetate,Prestw-956,595-33-5,C24H32O4,"['Endocrinology', 'Oncology']","['Antineoplastic', 'Contraceptive']"
1142,Plate03,P15,Plate11,H08,Scopolamine hydrochloride,Prestw-877,55-16-3,C17H22ClNO4,['Central Nervous System'],['Antiemetic']
1143,Plate03,P16,Plate12,H08,Deoxycorticosterone,Prestw-957,64-85-7,C21H30O3,"['Endocrinology', 'Metabolism']",['Anti-inflammatory']
1144,Plate03,P17,Plate11,H09,Ioversol,Prestw-878,87771-40-2,C18H24I3N3O9,['Diagnostic'],['Contrastant']
1145,Plate03,P18,Plate12,H09,Urosiol,Prestw-958,128-13-2,C24H40O4,['Metabolism'],[nan]
1146,Plate03,P19,Plate11,H10,Rabeprazole Sodium salt,Prestw-1495,117976-89-3,C18H21N3NaO3S,['Metabolism'],['Antiulcer']
1147,Plate03,P20,Plate12,H10,Proparacaine hydrochloride,Prestw-959,5875-06-9,C16H27ClN2O3,['Central Nervous System'],['Anesthetic']
1148,Plate03,P21,Plate11,H11,Carbachol,Prestw-880,51-83-2,C6H15ClN2O2,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
1149,Plate03,P22,Plate12,H11,Aminocaproic acid,Prestw-960,60-32-2,C6H13NO2,"['Allergology', 'Hematology']","['Antifibrinolytic', 'Hemostatic']"
1150,Plate03,P23,Plate11,H12,DMSO,nan,nan,nan,,
1151,Plate03,P24,Plate12,H12,DMSO,nan,nan,nan,,
1152,Plate04,A01,Plate13,A01,DMSO,nan,nan,nan,,
1153,Plate04,A02,Plate14,A01,DMSO,nan,nan,nan,,
1154,Plate04,A03,Plate13,A02,Denatonium benzoate,Prestw-961,3734-33-6,C28H34N2O3,['Neuromuscular'],[nan]
1155,Plate04,A04,Plate14,A02,Etomidate,Prestw-1041,33125-97-2,C14H16N2O2,['Central Nervous System'],"['Anesthetic', 'Hypnotic']"
1156,Plate04,A05,Plate13,A03,Canrenone,Prestw-1259,976-71-6,C22H28O3,['Endocrinology'],['Diuretic']
1157,Plate04,A06,Plate14,A03,Tridihexethyl chloride,Prestw-1042,4310-35-4,C21H36ClNO,['Neuromuscular'],['Antispastic']
1158,Plate04,A07,Plate13,A04,Enilconazole,Prestw-963,35554-44-0,C14H14Cl2N2O,['Metabolism'],['Antifungal']
1159,Plate04,A08,Plate14,A04,Penbutolol sulfate,Prestw-1043,38363-32-5,C36H60N2O8S,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1160,Plate04,A09,Plate13,A05,Methacycline hydrochloride,Prestw-964,3963-95-9,C22H23ClN2O8,"['Metabolism', 'Infectiology']",['Antibacterial']
1161,Plate04,A10,Plate14,A05,Prednicarbate,Prestw-1044,73771-04-7,C27H36O8,['Metabolism'],['Anti-Inflammatory']
1162,Plate04,A11,Plate13,A06,Floxuridine,Prestw-1415,50-91-9,C9H11FN2O5,['Oncology'],"['Antineoplastic', 'Antiviral']"
1163,Plate04,A12,Plate14,A06,Sertaconazole nitrate,Prestw-1045,99592-39-9,C20H16Cl3N3O4S,"['Metabolism', 'Infectiology']","['Antibacterial', 'Antifungal']"
1164,Plate04,A13,Plate13,A07,Sotalol hydrochloride,Prestw-966,959-24-0,C12H21ClN2O3S,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1165,Plate04,A14,Plate14,A07,Repaglinide,Prestw-1046,135062-02-1,C27H36N2O4,['Endocrinology'],['Antidiabetic']
1166,Plate04,A15,Plate13,A08,Gestrinone,Prestw-1267,16320-04-0,C21H24O2,['Endocrinology'],['Contraceptive']
1167,Plate04,A16,Plate14,A08,Piretanide,Prestw-1047,55837-27-9,C17H18N2O5S,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1168,Plate04,A17,Plate13,A09,Decamethonium bromide,Prestw-968,541-22-0,C16H38Br2N2,['Neuromuscular'],['Muscle relaxant']
